,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Cabin,Male,Female,Cherbourg,Queenstown,Southamptom
426,427,1,2,427.0,1,0,26.0,0,0,1,0,0,1
427,428,1,2,428.0,0,0,26.0,0,0,1,0,0,1
428,429,0,3,429.0,0,0,7.75,0,1,0,0,1,0
429,430,1,3,430.0,0,0,8.05,E10,1,0,0,0,1
430,431,1,1,431.0,0,0,26.55,C52,1,0,0,0,1
431,432,1,3,432.0,1,0,16.1,0,0,1,0,0,1
432,433,1,2,433.0,1,0,26.0,0,0,1,0,0,1
433,434,0,3,434.0,0,0,7.125,0,1,0,0,0,1
434,435,0,1,435.0,1,0,55.9,E44,1,0,0,0,1
435,436,1,1,436.0,1,2,120.0,B96 B98,0,1,0,0,1
436,437,0,3,437.0,2,2,34.375,0,0,1,0,0,1
437,438,1,2,438.0,2,3,18.75,0,0,1,0,0,1
438,439,0,1,439.0,1,4,263.0,C23 C25 C27,1,0,0,0,1
439,440,0,2,440.0,0,0,10.5,0,1,0,0,0,1
440,441,1,2,441.0,1,1,26.25,0,0,1,0,0,1
441,442,0,3,442.0,0,0,9.5,0,1,0,0,0,1
442,443,0,3,443.0,1,0,7.775,0,1,0,0,0,1
443,444,1,2,444.0,0,0,13.0,0,0,1,0,0,1
444,445,1,3,445.0,0,0,8.1125,0,1,0,0,0,1
445,446,1,1,446.0,0,2,81.8583,A34,1,0,0,0,1
446,447,1,2,447.0,0,1,19.5,0,0,1,0,0,1
447,448,1,1,448.0,0,0,26.55,0,1,0,0,0,1
448,449,1,3,449.0,2,1,19.2583,0,0,1,1,0,0
449,450,1,1,450.0,0,0,30.5,C104,1,0,0,0,1
450,451,0,2,451.0,1,2,27.75,0,1,0,0,0,1
451,452,0,3,452.0,1,0,19.9667,0,1,0,0,0,1
452,453,0,1,453.0,0,0,27.75,C111,1,0,1,0,0
453,454,1,1,454.0,1,0,89.1042,C92,1,0,1,0,0
454,455,0,3,455.0,0,0,8.05,0,1,0,0,0,1
455,456,1,3,456.0,0,0,7.8958,0,1,0,1,0,0
456,457,0,1,457.0,0,0,26.55,E38,1,0,0,0,1
457,458,1,1,458.0,1,0,51.8625,D21,0,1,0,0,1
458,459,1,2,459.0,0,0,10.5,0,0,1,0,0,1
459,460,0,3,460.0,0,0,7.75,0,1,0,0,1,0
460,461,1,1,461.0,0,0,26.55,E12,1,0,0,0,1
461,462,0,3,462.0,0,0,8.05,0,1,0,0,0,1
462,463,0,1,463.0,0,0,38.5,E63,1,0,0,0,1
463,464,0,2,464.0,0,0,13.0,0,1,0,0,0,1
464,465,0,3,465.0,0,0,8.05,0,1,0,0,0,1
465,466,0,3,466.0,0,0,7.05,0,1,0,0,0,1
466,467,0,2,467.0,0,0,0.0,0,1,0,0,0,1
467,468,0,1,468.0,0,0,26.55,0,1,0,0,0,1
468,469,0,3,469.0,0,0,7.725,0,1,0,0,1,0
469,470,1,3,470.0,2,1,19.2583,0,0,1,1,0,0
470,471,0,3,471.0,0,0,7.25,0,1,0,0,0,1
471,472,0,3,472.0,0,0,8.6625,0,1,0,0,0,1
472,473,1,2,473.0,1,2,27.75,0,0,1,0,0,1
473,474,1,2,474.0,0,0,13.7917,D,0,1,1,0,0
474,475,0,3,475.0,0,0,9.8375,0,0,1,0,0,1
475,476,0,1,476.0,0,0,52.0,A14,1,0,0,0,1
476,477,0,2,477.0,1,0,21.0,0,1,0,0,0,1
477,478,0,3,478.0,1,0,7.0458,0,1,0,0,0,1
478,479,0,3,479.0,0,0,7.5208,0,1,0,0,0,1
479,480,1,3,480.0,0,1,12.2875,0,0,1,0,0,1
480,481,0,3,481.0,5,2,46.9,0,1,0,0,0,1
481,482,0,2,482.0,0,0,0.0,0,1,0,0,0,1
482,483,0,3,483.0,0,0,8.05,0,1,0,0,0,1
483,484,1,3,484.0,0,0,9.5875,0,0,1,0,0,1
484,485,1,1,485.0,1,0,91.0792,B49,1,0,1,0,0
485,486,0,3,486.0,3,1,25.4667,0,0,1,0,0,1
486,487,1,1,487.0,1,0,90.0,C93,0,1,0,0,1
487,488,0,1,488.0,0,0,29.7,B37,1,0,1,0,0
488,489,0,3,489.0,0,0,8.05,0,1,0,0,0,1
489,490,1,3,490.0,1,1,15.9,0,1,0,0,0,1
490,491,0,3,491.0,1,0,19.9667,0,1,0,0,0,1
491,492,0,3,492.0,0,0,7.25,0,1,0,0,0,1
492,493,0,1,493.0,0,0,30.5,C30,1,0,0,0,1
493,494,0,1,494.0,0,0,49.5042,0,1,0,1,0,0
494,495,0,3,495.0,0,0,8.05,0,1,0,0,0,1
495,496,0,3,496.0,0,0,14.4583,0,1,0,1,0,0
496,497,1,1,497.0,1,0,78.2667,D20,0,1,1,0,0
497,498,0,3,498.0,0,0,15.1,0,1,0,0,0,1
498,499,0,1,499.0,1,2,151.55,C22 C26,0,1,0,0,1
499,500,0,3,500.0,0,0,7.7958,0,1,0,0,0,1
500,501,0,3,501.0,0,0,8.6625,0,1,0,0,0,1
501,502,0,3,502.0,0,0,7.75,0,0,1,0,1,0
502,503,0,3,503.0,0,0,7.6292,0,0,1,0,1,0
503,504,0,3,504.0,0,0,9.5875,0,0,1,0,0,1
504,505,1,1,505.0,0,0,86.5,B79,0,1,0,0,1
505,506,0,1,506.0,1,0,108.9,C65,1,0,1,0,0
506,507,1,2,507.0,0,2,26.0,0,0,1,0,0,1
507,508,1,1,508.0,0,0,26.55,0,1,0,0,0,1
508,509,0,3,509.0,0,0,22.525,0,1,0,0,0,1
509,510,1,3,510.0,0,0,56.4958,0,1,0,0,0,1
510,511,1,3,511.0,0,0,7.75,0,1,0,0,1,0
511,512,0,3,512.0,0,0,8.05,0,1,0,0,0,1
512,513,1,1,513.0,0,0,26.2875,E25,1,0,0,0,1
513,514,1,1,514.0,1,0,59.4,0,0,1,1,0,0
514,515,0,3,515.0,0,0,7.4958,0,1,0,0,0,1
515,516,0,1,516.0,0,0,34.0208,D46,1,0,0,0,1
516,517,1,2,517.0,0,0,10.5,F33,0,1,0,0,1
517,518,0,3,518.0,0,0,24.15,0,1,0,0,1,0
518,519,1,2,519.0,1,0,26.0,0,0,1,0,0,1
519,520,0,3,520.0,0,0,7.8958,0,1,0,0,0,1
520,521,1,1,521.0,0,0,93.5,B73,0,1,0,0,1
521,522,0,3,522.0,0,0,7.8958,0,1,0,0,0,1
522,523,0,3,523.0,0,0,7.225,0,1,0,1,0,0
523,524,1,1,524.0,0,1,57.9792,B18,0,1,1,0,0
524,525,0,3,525.0,0,0,7.2292,0,1,0,1,0,0
525,526,0,3,526.0,0,0,7.75,0,1,0,0,1,0
526,527,1,2,527.0,0,0,10.5,0,0,1,0,0,1
527,528,0,1,528.0,0,0,221.7792,C95,1,0,0,0,1
528,529,0,3,529.0,0,0,7.925,0,1,0,0,0,1
529,530,0,2,530.0,2,1,11.5,0,1,0,0,0,1
530,531,1,2,531.0,1,1,26.0,0,0,1,0,0,1
531,532,0,3,532.0,0,0,7.2292,0,1,0,1,0,0
532,533,0,3,533.0,1,1,7.2292,0,1,0,1,0,0
533,534,1,3,534.0,0,2,22.3583,0,0,1,1,0,0
534,535,0,3,535.0,0,0,8.6625,0,0,1,0,0,1
535,536,1,2,536.0,0,2,26.25,0,0,1,0,0,1
536,537,0,1,537.0,0,0,26.55,B38,1,0,0,0,1
537,538,1,1,538.0,0,0,106.425,0,0,1,1,0,0
538,539,0,3,539.0,0,0,14.5,0,1,0,0,0,1
539,540,1,1,540.0,0,2,49.5,B39,0,1,1,0,0
540,541,1,1,541.0,0,2,71.0,B22,0,1,0,0,1
541,542,0,3,542.0,4,2,31.275,0,0,1,0,0,1
542,543,0,3,543.0,4,2,31.275,0,0,1,0,0,1
543,544,1,2,544.0,1,0,26.0,0,1,0,0,0,1
544,545,0,1,545.0,1,0,106.425,C86,1,0,1,0,0
545,546,0,1,546.0,0,0,26.0,0,1,0,0,0,1
546,547,1,2,547.0,1,0,26.0,0,0,1,0,0,1
547,548,1,2,548.0,0,0,13.8625,0,1,0,1,0,0
548,549,0,3,549.0,1,1,20.525,0,1,0,0,0,1
549,550,1,2,550.0,1,1,36.75,0,1,0,0,0,1
550,551,1,1,551.0,0,2,110.8833,C70,1,0,1,0,0
551,552,0,2,552.0,0,0,26.0,0,1,0,0,0,1
552,553,0,3,553.0,0,0,7.8292,0,1,0,0,1,0
553,554,1,3,554.0,0,0,7.225,0,1,0,1,0,0
554,555,1,3,555.0,0,0,7.775,0,0,1,0,0,1
555,556,0,1,556.0,0,0,26.55,0,1,0,0,0,1
556,557,1,1,557.0,1,0,39.6,A16,0,1,1,0,0
557,558,0,1,558.0,0,0,227.525,0,1,0,1,0,0
558,559,1,1,559.0,1,1,79.65,E67,0,1,0,0,1
559,560,1,3,560.0,1,0,17.4,0,0,1,0,0,1
560,561,0,3,561.0,0,0,7.75,0,1,0,0,1,0
561,562,0,3,562.0,0,0,7.8958,0,1,0,0,0,1
562,563,0,2,563.0,0,0,13.5,0,1,0,0,0,1
563,564,0,3,564.0,0,0,8.05,0,1,0,0,0,1
564,565,0,3,565.0,0,0,8.05,0,0,1,0,0,1
565,566,0,3,566.0,2,0,24.15,0,1,0,0,0,1
566,567,0,3,567.0,0,0,7.8958,0,1,0,0,0,1
567,568,0,3,568.0,0,4,21.075,0,0,1,0,0,1
568,569,0,3,569.0,0,0,7.2292,0,1,0,1,0,0
569,570,1,3,570.0,0,0,7.8542,0,1,0,0,0,1
570,571,1,2,571.0,0,0,10.5,0,1,0,0,0,1
571,572,1,1,572.0,2,0,51.4792,C101,0,1,0,0,1
572,573,1,1,573.0,0,0,26.3875,E25,1,0,0,0,1
573,574,1,3,574.0,0,0,7.75,0,0,1,0,1,0
574,575,0,3,575.0,0,0,8.05,0,1,0,0,0,1
575,576,0,3,576.0,0,0,14.5,0,1,0,0,0,1
576,577,1,2,577.0,0,0,13.0,0,0,1,0,0,1
577,578,1,1,578.0,1,0,55.9,E44,0,1,0,0,1
578,579,0,3,579.0,1,0,14.4583,0,0,1,1,0,0
579,580,1,3,580.0,0,0,7.925,0,1,0,0,0,1
580,581,1,2,581.0,1,1,30.0,0,0,1,0,0,1
581,582,1,1,582.0,1,1,110.8833,C68,0,1,1,0,0
582,583,0,2,583.0,0,0,26.0,0,1,0,0,0,1
583,584,0,1,584.0,0,0,40.125,A10,1,0,1,0,0
584,585,0,3,585.0,0,0,8.7125,0,1,0,1,0,0
585,586,1,1,586.0,0,2,79.65,E68,0,1,0,0,1
586,587,0,2,587.0,0,0,15.0,0,1,0,0,0,1
587,588,1,1,588.0,1,1,79.2,B41,1,0,1,0,0
588,589,0,3,589.0,0,0,8.05,0,1,0,0,0,1
589,590,0,3,590.0,0,0,8.05,0,1,0,0,0,1
590,591,0,3,591.0,0,0,7.125,0,1,0,0,0,1
591,592,1,1,592.0,1,0,78.2667,D20,0,1,1,0,0
592,593,0,3,593.0,0,0,7.25,0,1,0,0,0,1
593,594,0,3,594.0,0,2,7.75,0,0,1,0,1,0
594,595,0,2,595.0,1,0,26.0,0,1,0,0,0,1
595,596,0,3,596.0,1,1,24.15,0,1,0,0,0,1
596,597,1,2,597.0,0,0,33.0,0,0,1,0,0,1
597,598,0,3,598.0,0,0,0.0,0,1,0,0,0,1
598,599,0,3,599.0,0,0,7.225,0,1,0,1,0,0
599,600,1,1,600.0,1,0,56.9292,A20,1,0,1,0,0
600,601,1,2,601.0,2,1,27.0,0,0,1,0,0,1
601,602,0,3,602.0,0,0,7.8958,0,1,0,0,0,1
602,603,0,1,603.0,0,0,42.4,0,1,0,0,0,1
603,604,0,3,604.0,0,0,8.05,0,1,0,0,0,1
604,605,1,1,605.0,0,0,26.55,0,1,0,1,0,0
605,606,0,3,606.0,1,0,15.55,0,1,0,0,0,1
606,607,0,3,607.0,0,0,7.8958,0,1,0,0,0,1
607,608,1,1,608.0,0,0,30.5,0,1,0,0,0,1
608,609,1,2,609.0,1,2,41.5792,0,0,1,1,0,0
609,610,1,1,610.0,0,0,153.4625,C125,0,1,0,0,1
610,611,0,3,611.0,1,5,31.275,0,0,1,0,0,1
611,612,0,3,612.0,0,0,7.05,0,1,0,0,0,1
612,613,1,3,613.0,1,0,15.5,0,0,1,0,1,0
613,614,0,3,614.0,0,0,7.75,0,1,0,0,1,0
614,615,0,3,615.0,0,0,8.05,0,1,0,0,0,1
615,616,1,2,616.0,1,2,65.0,0,0,1,0,0,1
616,617,0,3,617.0,1,1,14.4,0,1,0,0,0,1
617,618,0,3,618.0,1,0,16.1,0,0,1,0,0,1
618,619,1,2,619.0,2,1,39.0,F4,0,1,0,0,1
619,620,0,2,620.0,0,0,10.5,0,1,0,0,0,1
620,621,0,3,621.0,1,0,14.4542,0,1,0,1,0,0
621,622,1,1,622.0,1,0,52.5542,D19,1,0,0,0,1
622,623,1,3,623.0,1,1,15.7417,0,1,0,1,0,0
623,624,0,3,624.0,0,0,7.8542,0,1,0,0,0,1
624,625,0,3,625.0,0,0,16.1,0,1,0,0,0,1
625,626,0,1,626.0,0,0,32.3208,D50,1,0,0,0,1
626,627,0,2,627.0,0,0,12.35,0,1,0,0,1,0
627,628,1,1,628.0,0,0,77.9583,D9,0,1,0,0,1
628,629,0,3,629.0,0,0,7.8958,0,1,0,0,0,1
629,630,0,3,630.0,0,0,7.7333,0,1,0,0,1,0
630,631,1,1,631.0,0,0,30.0,A23,1,0,0,0,1
631,632,0,3,632.0,0,0,7.0542,0,1,0,0,0,1
632,633,1,1,633.0,0,0,30.5,B50,1,0,1,0,0
633,634,0,1,634.0,0,0,0.0,0,1,0,0,0,1
634,635,0,3,635.0,3,2,27.9,0,0,1,0,0,1
635,636,1,2,636.0,0,0,13.0,0,0,1,0,0,1
636,637,0,3,637.0,0,0,7.925,0,1,0,0,0,1
637,638,0,2,638.0,1,1,26.25,0,1,0,0,0,1
638,639,0,3,639.0,0,5,39.6875,0,0,1,0,0,1
639,640,0,3,640.0,1,0,16.1,0,1,0,0,0,1
640,641,0,3,641.0,0,0,7.8542,0,1,0,0,0,1
641,642,1,1,642.0,0,0,69.3,B35,0,1,1,0,0
642,643,0,3,643.0,3,2,27.9,0,0,1,0,0,1
643,644,1,3,644.0,0,0,56.4958,0,1,0,0,0,1
644,645,1,3,645.0,2,1,19.2583,0,0,1,1,0,0
645,646,1,1,646.0,1,0,76.7292,D33,1,0,1,0,0
646,647,0,3,647.0,0,0,7.8958,0,1,0,0,0,1
647,648,1,1,648.0,0,0,35.5,A26,1,0,1,0,0
648,649,0,3,649.0,0,0,7.55,0,1,0,0,0,1
649,650,1,3,650.0,0,0,7.55,0,0,1,0,0,1
650,651,0,3,651.0,0,0,7.8958,0,1,0,0,0,1
651,652,1,2,652.0,0,1,23.0,0,0,1,0,0,1
652,653,0,3,653.0,0,0,8.4333,0,1,0,0,0,1
653,654,1,3,654.0,0,0,7.8292,0,0,1,0,1,0
654,655,0,3,655.0,0,0,6.75,0,0,1,0,1,0
655,656,0,2,656.0,2,0,73.5,0,1,0,0,0,1
656,657,0,3,657.0,0,0,7.8958,0,1,0,0,0,1
657,658,0,3,658.0,1,1,15.5,0,0,1,0,1,0
658,659,0,2,659.0,0,0,13.0,0,1,0,0,0,1
659,660,0,1,660.0,0,2,113.275,D48,1,0,1,0,0
660,661,1,1,661.0,2,0,133.65,0,1,0,0,0,1
661,662,0,3,662.0,0,0,7.225,0,1,0,1,0,0
662,663,0,1,663.0,0,0,25.5875,E58,1,0,0,0,1
663,664,0,3,664.0,0,0,7.4958,0,1,0,0,0,1
664,665,1,3,665.0,1,0,7.925,0,1,0,0,0,1
665,666,0,2,666.0,2,0,73.5,0,1,0,0,0,1
666,667,0,2,667.0,0,0,13.0,0,1,0,0,0,1
667,668,0,3,668.0,0,0,7.775,0,1,0,0,0,1
668,669,0,3,669.0,0,0,8.05,0,1,0,0,0,1
669,670,1,1,670.0,1,0,52.0,C126,0,1,0,0,1
670,671,1,2,671.0,1,1,39.0,0,0,1,0,0,1
671,672,0,1,672.0,1,0,52.0,B71,1,0,0,0,1
672,673,0,2,673.0,0,0,10.5,0,1,0,0,0,1
673,674,1,2,674.0,0,0,13.0,0,1,0,0,0,1
674,675,0,2,675.0,0,0,0.0,0,1,0,0,0,1
675,676,0,3,676.0,0,0,7.775,0,1,0,0,0,1
676,677,0,3,677.0,0,0,8.05,0,1,0,0,0,1
677,678,1,3,678.0,0,0,9.8417,0,0,1,0,0,1
678,679,0,3,679.0,1,6,46.9,0,0,1,0,0,1
679,680,1,1,680.0,0,1,512.3292,B51 B53 B55,1,0,1,0,0
680,681,0,3,681.0,0,0,8.1375,0,0,1,0,1,0
681,682,1,1,682.0,0,0,76.7292,D49,1,0,1,0,0
682,683,0,3,683.0,0,0,9.225,0,1,0,0,0,1
683,684,0,3,684.0,5,2,46.9,0,1,0,0,0,1
684,685,0,2,685.0,1,1,39.0,0,1,0,0,0,1
685,686,0,2,686.0,1,2,41.5792,0,1,0,1,0,0
686,687,0,3,687.0,4,1,39.6875,0,1,0,0,0,1
687,688,0,3,688.0,0,0,10.1708,0,1,0,0,0,1
688,689,0,3,689.0,0,0,7.7958,0,1,0,0,0,1
689,690,1,1,690.0,0,1,211.3375,B5,0,1,0,0,1
690,691,1,1,691.0,1,0,57.0,B20,1,0,0,0,1
691,692,1,3,692.0,0,1,13.4167,0,0,1,1,0,0
692,693,1,3,693.0,0,0,56.4958,0,1,0,0,0,1
693,694,0,3,694.0,0,0,7.225,0,1,0,1,0,0
694,695,0,1,695.0,0,0,26.55,0,1,0,0,0,1
695,696,0,2,696.0,0,0,13.5,0,1,0,0,0,1
696,697,0,3,697.0,0,0,8.05,0,1,0,0,0,1
697,698,1,3,698.0,0,0,7.7333,0,0,1,0,1,0
698,699,0,1,699.0,1,1,110.8833,C68,1,0,1,0,0
699,700,0,3,700.0,0,0,7.65,F G63,1,0,0,0,1
700,701,1,1,701.0,1,0,227.525,C62 C64,0,1,1,0,0
701,702,1,1,702.0,0,0,26.2875,E24,1,0,0,0,1
702,703,0,3,703.0,0,1,14.4542,0,0,1,1,0,0
703,704,0,3,704.0,0,0,7.7417,0,1,0,0,1,0
704,705,0,3,705.0,1,0,7.8542,0,1,0,0,0,1
705,706,0,2,706.0,0,0,26.0,0,1,0,0,0,1
706,707,1,2,707.0,0,0,13.5,0,0,1,0,0,1
707,708,1,1,708.0,0,0,26.2875,E24,1,0,0,0,1
708,709,1,1,709.0,0,0,151.55,0,0,1,0,0,1
709,710,1,3,710.0,1,1,15.2458,0,1,0,1,0,0
710,711,1,1,711.0,0,0,49.5042,C90,0,1,1,0,0
711,712,0,1,712.0,0,0,26.55,C124,1,0,0,0,1
712,713,1,1,713.0,1,0,52.0,C126,1,0,0,0,1
713,714,0,3,714.0,0,0,9.4833,0,1,0,0,0,1
714,715,0,2,715.0,0,0,13.0,0,1,0,0,0,1
715,716,0,3,716.0,0,0,7.65,F G73,1,0,0,0,1
716,717,1,1,717.0,0,0,227.525,C45,0,1,1,0,0
717,718,1,2,718.0,0,0,10.5,E101,0,1,0,0,1
718,719,0,3,719.0,0,0,15.5,0,1,0,0,1,0
719,720,0,3,720.0,0,0,7.775,0,1,0,0,0,1
720,721,1,2,721.0,0,1,33.0,0,0,1,0,0,1
721,722,0,3,722.0,1,0,7.0542,0,1,0,0,0,1
722,723,0,2,723.0,0,0,13.0,0,1,0,0,0,1
723,724,0,2,724.0,0,0,13.0,0,1,0,0,0,1
724,725,1,1,725.0,1,0,53.1,E8,1,0,0,0,1
725,726,0,3,726.0,0,0,8.6625,0,1,0,0,0,1
726,727,1,2,727.0,3,0,21.0,0,0,1,0,0,1
727,728,1,3,728.0,0,0,7.7375,0,0,1,0,1,0
728,729,0,2,729.0,1,0,26.0,0,1,0,0,0,1
729,730,0,3,730.0,1,0,7.925,0,0,1,0,0,1
730,731,1,1,731.0,0,0,211.3375,B5,0,1,0,0,1
731,732,0,3,732.0,0,0,18.7875,0,1,0,1,0,0
732,733,0,2,733.0,0,0,0.0,0,1,0,0,0,1
733,734,0,2,734.0,0,0,13.0,0,1,0,0,0,1
734,735,0,2,735.0,0,0,13.0,0,1,0,0,0,1
735,736,0,3,736.0,0,0,16.1,0,1,0,0,0,1
736,737,0,3,737.0,1,3,34.375,0,0,1,0,0,1
737,738,1,1,738.0,0,0,512.3292,B101,1,0,1,0,0
738,739,0,3,739.0,0,0,7.8958,0,1,0,0,0,1
739,740,0,3,740.0,0,0,7.8958,0,1,0,0,0,1
740,741,1,1,741.0,0,0,30.0,D45,1,0,0,0,1
741,742,0,1,742.0,1,0,78.85,C46,1,0,0,0,1
742,743,1,1,743.0,2,2,262.375,B57 B59 B63 B66,0,1,1,0,0
743,744,0,3,744.0,1,0,16.1,0,1,0,0,0,1
744,745,1,3,745.0,0,0,7.925,0,1,0,0,0,1
745,746,0,1,746.0,1,1,71.0,B22,1,0,0,0,1
746,747,0,3,747.0,1,1,20.25,0,1,0,0,0,1
747,748,1,2,748.0,0,0,13.0,0,0,1,0,0,1
748,749,0,1,749.0,1,0,53.1,D30,1,0,0,0,1
749,750,0,3,750.0,0,0,7.75,0,1,0,0,1,0
750,751,1,2,751.0,1,1,23.0,0,0,1,0,0,1
751,752,1,3,752.0,0,1,12.475,E121,1,0,0,0,1
752,753,0,3,753.0,0,0,9.5,0,1,0,0,0,1
753,754,0,3,754.0,0,0,7.8958,0,1,0,0,0,1
754,755,1,2,755.0,1,2,65.0,0,0,1,0,0,1
755,756,1,2,756.0,1,1,14.5,0,1,0,0,0,1
756,757,0,3,757.0,0,0,7.7958,0,1,0,0,0,1
757,758,0,2,758.0,0,0,11.5,0,1,0,0,0,1
758,759,0,3,759.0,0,0,8.05,0,1,0,0,0,1
759,760,1,1,760.0,0,0,86.5,B77,0,1,0,0,1
760,761,0,3,761.0,0,0,14.5,0,1,0,0,0,1
761,762,0,3,762.0,0,0,7.125,0,1,0,0,0,1
762,763,1,3,763.0,0,0,7.2292,0,1,0,1,0,0
763,764,1,1,764.0,1,2,120.0,B96 B98,0,1,0,0,1
764,765,0,3,765.0,0,0,7.775,0,1,0,0,0,1
765,766,1,1,766.0,1,0,77.9583,D11,0,1,0,0,1
766,767,0,1,767.0,0,0,39.6,0,1,0,1,0,0
767,768,0,3,768.0,0,0,7.75,0,0,1,0,1,0
768,769,0,3,769.0,1,0,24.15,0,1,0,0,1,0
769,770,0,3,770.0,0,0,8.3625,0,1,0,0,0,1
770,771,0,3,771.0,0,0,9.5,0,1,0,0,0,1
771,772,0,3,772.0,0,0,7.8542,0,1,0,0,0,1
772,773,0,2,773.0,0,0,10.5,E77,0,1,0,0,1
773,774,0,3,774.0,0,0,7.225,0,1,0,1,0,0
774,775,1,2,775.0,1,3,23.0,0,0,1,0,0,1
775,776,0,3,776.0,0,0,7.75,0,1,0,0,0,1
776,777,0,3,777.0,0,0,7.75,F38,1,0,0,1,0
777,778,1,3,778.0,0,0,12.475,0,0,1,0,0,1
778,779,0,3,779.0,0,0,7.7375,0,1,0,0,1,0
779,780,1,1,780.0,0,1,211.3375,B3,0,1,0,0,1
780,781,1,3,781.0,0,0,7.2292,0,0,1,1,0,0
781,782,1,1,782.0,1,0,57.0,B20,0,1,0,0,1
782,783,0,1,783.0,0,0,30.0,D6,1,0,0,0,1
783,784,0,3,784.0,1,2,23.45,0,1,0,0,0,1
784,785,0,3,785.0,0,0,7.05,0,1,0,0,0,1
785,786,0,3,786.0,0,0,7.25,0,1,0,0,0,1
786,787,1,3,787.0,0,0,7.4958,0,0,1,0,0,1
787,788,0,3,788.0,4,1,29.125,0,1,0,0,1,0
788,789,1,3,789.0,1,2,20.575,0,1,0,0,0,1
789,790,0,1,790.0,0,0,79.2,B82 B84,1,0,1,0,0
790,791,0,3,791.0,0,0,7.75,0,1,0,0,1,0
791,792,0,2,792.0,0,0,26.0,0,1,0,0,0,1
792,793,0,3,793.0,8,2,69.55,0,0,1,0,0,1
793,794,0,1,794.0,0,0,30.6958,0,1,0,1,0,0
794,795,0,3,795.0,0,0,7.8958,0,1,0,0,0,1
795,796,0,2,796.0,0,0,13.0,0,1,0,0,0,1
796,797,1,1,797.0,0,0,25.9292,D17,0,1,0,0,1
797,798,1,3,798.0,0,0,8.6833,0,0,1,0,0,1
798,799,0,3,799.0,0,0,7.2292,0,1,0,1,0,0
799,800,0,3,800.0,1,1,24.15,0,0,1,0,0,1
800,801,0,2,801.0,0,0,13.0,0,1,0,0,0,1
801,802,1,2,802.0,1,1,26.25,0,0,1,0,0,1
802,803,1,1,803.0,1,2,120.0,B96 B98,1,0,0,0,1
803,804,1,3,804.0,0,1,8.5167,0,1,0,1,0,0
804,805,1,3,805.0,0,0,6.975,0,1,0,0,0,1
805,806,0,3,806.0,0,0,7.775,0,1,0,0,0,1
806,807,0,1,807.0,0,0,0.0,A36,1,0,0,0,1
807,808,0,3,808.0,0,0,7.775,0,0,1,0,0,1
808,809,0,2,809.0,0,0,13.0,0,1,0,0,0,1
809,810,1,1,810.0,1,0,53.1,E8,0,1,0,0,1
810,811,0,3,811.0,0,0,7.8875,0,1,0,0,0,1
811,812,0,3,812.0,0,0,24.15,0,1,0,0,0,1
812,813,0,2,813.0,0,0,10.5,0,1,0,0,0,1
813,814,0,3,814.0,4,2,31.275,0,0,1,0,0,1
814,815,0,3,815.0,0,0,8.05,0,1,0,0,0,1
815,816,0,1,816.0,0,0,0.0,B102,1,0,0,0,1
816,817,0,3,817.0,0,0,7.925,0,0,1,0,0,1
817,818,0,2,818.0,1,1,37.0042,0,1,0,1,0,0
818,819,0,3,819.0,0,0,6.45,0,1,0,0,0,1
819,820,0,3,820.0,3,2,27.9,0,1,0,0,0,1
820,821,1,1,821.0,1,1,93.5,B69,0,1,0,0,1
821,822,1,3,822.0,0,0,8.6625,0,1,0,0,0,1
822,823,0,1,823.0,0,0,0.0,0,1,0,0,0,1
823,824,1,3,824.0,0,1,12.475,E121,0,1,0,0,1
824,825,0,3,825.0,4,1,39.6875,0,1,0,0,0,1
825,826,0,3,826.0,0,0,6.95,0,1,0,0,1,0
826,827,0,3,827.0,0,0,56.4958,0,1,0,0,0,1
827,828,1,2,828.0,0,2,37.0042,0,1,0,1,0,0
828,829,1,3,829.0,0,0,7.75,0,1,0,0,1,0
830,831,1,3,831.0,1,0,14.4542,0,0,1,1,0,0
831,832,1,2,832.0,1,1,18.75,0,1,0,0,0,1
832,833,0,3,833.0,0,0,7.2292,0,1,0,1,0,0
833,834,0,3,834.0,0,0,7.8542,0,1,0,0,0,1
834,835,0,3,835.0,0,0,8.3,0,1,0,0,0,1
835,836,1,1,836.0,1,1,83.1583,E49,0,1,1,0,0
836,837,0,3,837.0,0,0,8.6625,0,1,0,0,0,1
837,838,0,3,838.0,0,0,8.05,0,1,0,0,0,1
838,839,1,3,839.0,0,0,56.4958,0,1,0,0,0,1
839,840,1,1,840.0,0,0,29.7,C47,1,0,1,0,0
840,841,0,3,841.0,0,0,7.925,0,1,0,0,0,1
841,842,0,2,842.0,0,0,10.5,0,1,0,0,0,1
842,843,1,1,843.0,0,0,31.0,0,0,1,1,0,0
843,844,0,3,844.0,0,0,6.4375,0,1,0,1,0,0
844,845,0,3,845.0,0,0,8.6625,0,1,0,0,0,1
845,846,0,3,846.0,0,0,7.55,0,1,0,0,0,1
846,847,0,3,847.0,8,2,69.55,0,1,0,0,0,1
847,848,0,3,848.0,0,0,7.8958,0,1,0,1,0,0
848,849,0,2,849.0,0,1,33.0,0,1,0,0,0,1
849,850,1,1,850.0,1,0,89.1042,C92,0,1,1,0,0
850,851,0,3,851.0,4,2,31.275,0,1,0,0,0,1
851,852,0,3,852.0,0,0,7.775,0,1,0,0,0,1
852,853,0,3,853.0,1,1,15.2458,0,0,1,1,0,0
